label,social_____avg_delta_follower,social_____avg_delta_friend,social_____avg_favourites,social_____avg_follower,social_____avg_friend,social_____avg_listed,social_____avg_statuses,social_____delta_followers_count_down,social_____delta_followers_count_else,social_____delta_followers_count_up,social_____delta_followers_count_up_percent,social_____max_delta_follower,social_____max_delta_friend,social_____max_favourites,social_____max_follower,social_____max_friend,social_____max_listed,social_____max_statuses,social_____verified_percent,tweet_id
true,-10165.16304347826,-2940.858695652174,23409.81052631579,4035.021052631579,3002.684210526316,86.47368421052632,65651.62105263158,82.0,0.0,10.0,0.10869565217391304,133494.0,123429.0,457875.0,144143.0,124343.0,1086.0,836039.0,0.021052631578947368,544381485591982083
non-rumor,-50139570.82573727,675.6796246648794,25753.207723035954,74968.27030625832,1081.7230359520638,301.10386151797604,39038.71238348868,728.0,0.0,18.0,0.024128686327077747,9622.0,85484.0,664747.0,55087661.0,85605.0,183187.0,1651605.0,0.015978695073235686,766323684076322816
non-rumor,-4557356.685,397.4675,30121.082706766916,24871.453634085214,1576.203007518797,150.47869674185463,62413.86215538847,399.0,0.0,1.0,0.0025,236380.0,130685.0,632755.0,4655722.0,133163.0,25250.0,1800871.0,0.005012531328320802,691608761128067072
true,-3076727.4206349207,631.3968253968254,32491.592885375496,14828.403162055336,1552.5454545454545,218.60474308300394,60710.245059288536,246.0,0.0,6.0,0.023809523809523808,8156.0,37092.0,1320410.0,3328536.0,37592.0,37874.0,1955552.0,0.011857707509881422,614638036593299456
true,-2272230.4176882664,-2696.186514886165,13289.446205170976,6700.090075062552,1371.8949124270225,68.37698081734779,34004.209341117596,1062.0,0.0,80.0,0.07005253940455342,1067534.0,157183.0,510664.0,3484692.0,157186.0,20017.0,1320250.0,0.02835696413678065,553587672137334785
true,-15389780.063829787,408.08156028368796,10421.784452296819,63011.72438162544,1600.9434628975266,519.8339222614841,43131.26501766784,278.0,0.0,4.0,0.014184397163120567,28370.0,60340.0,393525.0,16566960.0,61465.0,112172.0,1173138.0,0.045936395759717315,552811386259386370
false,-865.0,-265.25,15865.93023255814,1943.8372093023256,2136.9767441860463,93.88372093023256,47140.90697674418,3.0,0.0,1.0,0.25,1125.0,595.0,148282.0,20167.0,21401.0,2958.0,479806.0,0.0,672828403016429568
false,-427431.94326241134,864.8368794326241,28305.725352112677,4397.239436619719,1044.619718309859,74.71830985915493,44473.76056338028,140.0,0.0,1.0,0.0070921985815602835,7419.0,26256.0,739057.0,434860.0,26366.0,3084.0,821575.0,0.014084507042253521,604642913188872192
non-rumor,-2637930.1166666667,274.5833333333333,55011.16915422885,9411.210613598674,2681.5406301824214,168.3665008291874,72586.76285240464,579.0,0.0,21.0,0.035,38619.0,58658.0,632731.0,3328545.0,59158.0,37877.0,783588.0,0.011608623548922056,765359928361922560
false,-5692235.767634855,-1959.8755186721992,21430.756097560974,27608.121951219513,629.479674796748,129.869918699187,57622.80894308943,229.0,1.0,11.0,0.04564315352697095,7674.0,3214.0,391816.0,6532484.0,6126.0,23868.0,1653060.0,0.008130081300813009,626739062792032256
false,-9656848.015503876,-873.046511627907,13521.076923076924,77962.2,1868.6923076923076,1094.2076923076922,56312.67692307692,128.0,0.0,1.0,0.007751937984496124,840.0,97814.0,230389.0,9811466.0,100583.0,127891.0,1508349.0,0.023076923076923078,663722803489808384
non-rumor,-481389.2560386473,966.7053140096618,30827.338636363635,5259.790909090909,1623.1227272727272,60.68636363636364,54914.275,401.0,0.0,13.0,0.03140096618357488,3557.0,319856.0,982507.0,574851.0,320502.0,7322.0,1322784.0,0.011363636363636364,691719802499432448
false,-4273.366197183099,-1639.394366197183,53337.73376623377,3749.811688311688,3462.746753246753,123.85064935064935,113510.87662337662,121.0,0.0,21.0,0.14788732394366197,30731.0,29877.0,796637.0,38359.0,34641.0,1514.0,1506202.0,0.006493506493506494,661120256732041216
false,-9221952.234351145,360.9114503816794,24119.742205323193,10434.366539923954,865.2380228136882,104.51634980988594,30052.436501901142,1261.0,0.0,49.0,0.03740458015267176,20797.0,74667.0,1002249.0,11131093.0,74681.0,73849.0,739649.0,0.03574144486692015,634404792241143809
true,-42500.053125,-1026.7625,18123.58231707317,6235.493902439024,1125.2378048780488,89.08841463414635,30278.85975609756,285.0,0.0,35.0,0.109375,778311.0,8054.0,1153619.0,816902.0,11883.0,2307.0,726668.0,0.06707317073170732,524923676484177920
false,-105921.10192837466,59.29752066115702,36854.67105263158,4780.136842105263,3538.5947368421052,87.24736842105263,62340.11842105263,358.0,0.0,5.0,0.013774104683195593,46184.0,95894.0,695390.0,211045.0,97885.0,3347.0,906706.0,0.005263157894736842,665364878287224834
false,-17573579.68313253,356.72289156626505,30734.610722610723,69428.87878787878,813.2027972027972,269.4825174825175,48153.43706293706,762.0,0.0,68.0,0.0819277108433735,52300448.0,29242.0,971638.0,55087343.0,29583.0,183190.0,2497540.0,0.009324009324009324,642027433693171712
false,-123.03448275862068,-41.172413793103445,15919.481481481482,558.4920634920635,474.4021164021164,4.809523809523809,19607.507936507936,19.0,0.0,10.0,0.3448275862068966,972.0,849.0,265551.0,3494.0,3418.0,118.0,234474.0,0.0,626901072209121282
non-rumor,-36893769.39252336,1295.1196261682244,21440.794776119405,142050.25186567163,1458.625,626.9048507462686,64420.00186567164,531.0,0.0,4.0,0.007476635514018692,2539.0,73268.0,503018.0,39538357.0,73271.0,134855.0,1173150.0,0.022388059701492536,692735698349199360
true,-230205.85714285713,-8825.437689969605,21231.194610778442,7684.176646706587,1912.0688622754492,146.3323353293413,52337.05389221557,300.0,0.0,29.0,0.08814589665653495,559857.0,34113.0,562888.0,567955.0,37054.0,6846.0,542706.0,0.07784431137724551,544277117039837184
false,-8317636.699186992,916.0081300813008,15430.064516129032,69550.2741935484,1281.3951612903227,365.3306451612903,41555.58870967742,123.0,0.0,0.0,0.0,-960.0,19159.0,259462.0,8456372.0,19529.0,38317.0,311952.0,0.008064516129032258,663904307113275392
true,-8334984.234042553,732.5531914893617,14126.720279720279,68829.88811188811,1286.4965034965035,329.006993006993,46444.56643356643,140.0,0.0,1.0,0.0070921985815602835,474.0,7013.0,229465.0,8456581.0,27151.0,38318.0,346231.0,0.04195804195804196,544358533819420672
non-rumor,-16505585.206766916,-2482.6691729323306,20662.486891385768,73214.6404494382,2673.318352059925,310.0861423220974,29620.54307116105,261.0,0.0,5.0,0.018796992481203006,2322.0,205494.0,401446.0,18518028.0,205892.0,65781.0,418054.0,0.00749063670411985,693528374996652032
unverified,-3296695.618181818,1157.0181818181818,27755.33628318584,39229.66371681416,4249.628318584071,402.13274336283183,82420.33628318584,107.0,0.0,3.0,0.02727272727272727,91.0,167920.0,297180.0,3778556.0,168448.0,33349.0,579021.0,0.04424778761061947,724703995147751424
unverified,-1008966.0652173914,-9629.126086956521,40499.679653679654,10938.025974025973,1560.7359307359307,145.03463203463204,55776.30735930736,223.0,0.0,7.0,0.030434782608695653,15196.0,11583.0,704448.0,1106346.0,21913.0,11282.0,946074.0,0.012987012987012988,759460236042305536
true,-18931.88275862069,-5150.365517241379,12709.619047619048,2708.8571428571427,2238.625850340136,65.0204081632653,27369.068027210884,133.0,0.0,12.0,0.08275862068965517,85749.0,111550.0,524762.0,102914.0,112671.0,869.0,551102.0,0.05442176870748299,524965775036387329
false,-538.4166666666666,-418.75,15426.01749271137,398.01457725947523,414.3469387755102,4.113702623906706,14666.749271137027,8.0,0.0,4.0,0.3333333333333333,502.0,421.0,226355.0,7937.0,3996.0,218.0,112870.0,0.0,673346166822694914
true,-1705947.5862068965,345.2586206896552,10103.661016949152,16236.457627118643,730.0254237288135,83.71186440677967,28875.86440677966,114.0,0.0,2.0,0.017241379310344827,257.0,6286.0,90689.0,1816375.0,6673.0,6740.0,394864.0,0.01694915254237288,525025463648137216
unverified,-760270.7112676057,-600.0140845070423,20654.293706293705,6097.48951048951,664.3286713286714,41.97202797202797,45440.20279720279,139.0,0.0,3.0,0.02112676056338028,3133.0,2882.0,707181.0,788577.0,4168.0,2123.0,1568274.0,0.006993006993006993,723521076446142465
false,-34438.402631578945,-30715.67105263158,33785.48275862069,4152.728735632184,3465.016091954023,65.06436781609196,53481.910344827586,357.0,0.0,23.0,0.060526315789473685,14923.0,5277.0,564642.0,71514.0,61465.0,1049.0,840859.0,0.0022988505747126436,672488384695279616
false,-24037610.48004561,-254.80501710376282,28895.8134414832,61037.69988412515,1031.5260718424101,230.7497103128621,43011.878331402084,857.0,0.0,20.0,0.02280501710376283,44981.0,76974.0,544644.0,41805985.0,78082.0,138305.0,2497540.0,0.004634994206257242,642145732435292160
unverified,-152206.63396226414,-62931.03773584906,61333.459854014596,10237.38686131387,7498.529197080292,122.47445255474453,87906.2299270073,261.0,0.0,4.0,0.01509433962264151,93367.0,108878.0,517566.0,279825.0,186919.0,3452.0,647663.0,0.0,757748522481491968
unverified,-34730.147679324895,578.3502109704641,41744.510288065845,2408.9876543209875,2300.6543209876545,126.72839506172839,65391.8024691358,233.0,0.0,4.0,0.016877637130801686,4322.0,27111.0,584864.0,41826.0,28618.0,1288.0,786800.0,0.00411522633744856,716439952922312704
true,-2651728.8513513515,-135.84234234234233,19783.045045045044,17467.905405405407,1619.2252252252251,203.93243243243242,45713.68468468468,213.0,0.0,9.0,0.04054054054054054,37248.0,52337.0,249440.0,3250806.0,52592.0,25920.0,682959.0,0.04054054054054054,614604580601597953
false,-48857.845637583894,-33065.34451901566,34127.61304347826,6701.123913043478,4568.304347826087,90.92173913043479,74383.41304347826,394.0,0.0,53.0,0.1185682326621924,343067.0,202481.0,364959.0,354922.0,207879.0,1404.0,671781.0,0.004347826086956522,643225207705075716
false,194.55384615384617,227.67948717948718,13632.0275,919.04,790.815,38.8925,20921.095,119.0,2.0,269.0,0.6897435897435897,29098.0,28558.0,160326.0,29126.0,28615.0,2961.0,611947.0,0.005,654351281260113920
non-rumor,-52872178.55852843,1035.7090301003345,27218.683333333334,189218.71,1511.3333333333333,691.39,59186.666666666664,296.0,0.0,3.0,0.010033444816053512,325.0,90494.0,605699.0,55087244.0,90615.0,183190.0,1800871.0,0.01,692540218310803456
false,-32003.507352941175,1660.4632352941176,40019.113475177306,4575.872340425532,3257.276595744681,151.47517730496455,99499.60283687944,131.0,0.0,5.0,0.03676470588235294,68310.0,22705.0,796403.0,111274.0,22717.0,902.0,832647.0,0.0,661102820976930816
non-rumor,-21678675.222222224,847.9039039039039,11658.913173652694,107040.95508982036,998.3922155688623,543.5688622754491,45553.979041916165,329.0,0.0,4.0,0.012012012012012012,620.0,21125.0,150168.0,24965942.0,21195.0,113422.0,1712257.0,0.014970059880239521,693061713042771968
true,-4321.010204081633,-336.9030612244898,26358.555023923444,3433.1674641148325,1574.5885167464114,57.21531100478469,60188.04784688995,165.0,0.0,31.0,0.15816326530612246,217565.0,28346.0,523142.0,221772.0,30370.0,760.0,916305.0,0.0430622009569378,544518335019229184
true,-852024.3333333334,-109.38135593220339,34033.963276836155,9694.827683615818,1555.3107344632767,153.66666666666666,60857.03389830508,343.0,0.0,11.0,0.031073446327683617,1180982.0,48999.0,528086.0,1847322.0,50267.0,18682.0,922382.0,0.031073446327683617,614624331717545984
true,-105511.95192307692,-39327.19871794872,35274.04100946372,5778.725552050473,5672.9652996845425,97.69400630914826,82088.86750788643,307.0,0.0,5.0,0.016025641025641024,5965.0,15068.0,524762.0,116042.0,61465.0,1593.0,551102.0,0.0,615840865815298048
false,-9292.430379746835,696.7341772151899,20792.575,2243.325,846.0,22.825,54942.6625,75.0,0.0,4.0,0.05063291139240506,13523.0,6927.0,356264.0,24993.0,6947.0,377.0,377282.0,0.0,645356735545364480
non-rumor,-49541392.00403226,885.1995967741935,32702.169322709164,115023.93227091634,1486.7350597609561,462.54183266932273,75032.07370517928,484.0,0.0,12.0,0.024193548387096774,3435.0,45853.0,695978.0,55087572.0,45974.0,183186.0,1712257.0,0.0199203187250996,693651239486263296
true,-18775378.15422078,1043.9577922077922,15681.228070175439,62624.754385964916,1522.274322169059,348.3907496012759,50815.83572567783,599.0,0.0,17.0,0.027597402597402596,362800.0,37128.0,328407.0,24965743.0,38325.0,113424.0,1320250.0,0.03827751196172249,544274934835707905
false,-40112028.213872835,1703.0809248554913,17333.809248554913,244394.2716763006,2790.28323699422,865.3815028901735,75200.71098265896,169.0,0.0,4.0,0.023121387283236993,12862.0,319389.0,230201.0,41806225.0,320497.0,138301.0,2497540.0,0.017341040462427744,655080266784968705
unverified,-9034.193548387097,-8815.387096774193,49141.52671755725,5328.820610687023,5309.973282442748,74.42748091603053,80751.2213740458,21.0,0.0,10.0,0.3225806451612903,10017.0,10474.0,500373.0,102613.0,97027.0,671.0,661905.0,0.0,743058135300988932
false,-1741879.9338842975,877.0330578512396,13717.204918032787,30041.147540983606,1225.72131147541,373.21311475409834,62516.66393442623,118.0,0.0,3.0,0.024793388429752067,253.0,7398.0,309606.0,2119685.0,7552.0,19802.0,1193763.0,0.03278688524590164,658462819667615744
true,-21804926.79142982,-590.8434630520333,11019.11077324066,21590.03909643788,755.472632493484,136.85056472632493,18845.592093831452,2210.0,0.0,77.0,0.033668561434193264,41249434.0,106644.0,679129.0,43297628.0,108582.0,199786.0,840640.0,0.023892267593397045,614617234942656512
unverified,-7242.04012345679,-741.4691358024692,40842.11246200608,1345.9452887537993,1113.0121580547113,38.13677811550152,64525.65653495441,318.0,0.0,6.0,0.018518518518518517,8582.0,14685.0,289858.0,17607.0,16410.0,663.0,605368.0,0.00303951367781155,778949749156245504
unverified,-758190.5357142857,828.7063492063492,42262.528735632186,7436.521072796935,1808.934865900383,129.4367816091954,76218.20689655172,234.0,0.0,18.0,0.07142857142857142,33594.0,26270.0,669252.0,972925.0,26747.0,10995.0,780942.0,0.034482758620689655,715253497462145024
true,-28567.128654970762,-325.0175438596491,23399.628571428573,7616.874285714286,1601.3942857142856,152.0,66769.57142857143,136.0,0.0,35.0,0.2046783625730994,515439.0,9112.0,343946.0,517312.0,10682.0,6343.0,845940.0,0.11428571428571428,544271362022338560
non-rumor,-54170696.73754153,1085.0963455149501,28250.08940397351,184432.88410596026,1218.5662251655629,673.3741721854304,61473.50662251656,300.0,0.0,1.0,0.0033222591362126247,1076.0,38328.0,695969.0,55087784.0,38449.0,183188.0,1712257.0,0.013245033112582781,693321561542127616
non-rumor,-14240757.716981132,-28277.041509433962,40871.95094339622,60496.018867924526,1235.8641509433962,153.16981132075472,57770.98867924528,263.0,0.0,2.0,0.007547169811320755,1392.0,650.0,1171921.0,15531261.0,31853.0,31753.0,769959.0,0.0037735849056603774,692082592380751874
true,-2354390.381355932,1090.5,19935.042372881355,45913.872881355936,2465.423728813559,515.1016949152543,105247.03389830509,115.0,0.0,3.0,0.025423728813559324,18618.0,31139.0,229351.0,2639856.0,31763.0,20176.0,1592291.0,0.059322033898305086,552793679082311680
non-rumor,-9899036.748235295,575.3152941176471,32929.90531177829,27087.586605080833,660.757505773672,202.1108545034642,38138.23325635104,409.0,0.0,16.0,0.03764705882352941,5816.0,18922.0,576470.0,11131174.0,18936.0,73850.0,821575.0,0.009237875288683603,693129259334909952
unverified,-1466583.9791666667,-15.802083333333334,20605.755102040817,17650.11224489796,644.9081632653061,123.39795918367346,51118.41836734694,95.0,0.0,1.0,0.010416666666666666,175.0,9346.0,187835.0,1637042.0,9999.0,10404.0,734917.0,0.01020408163265306,648993731169939456
non-rumor,-13024565.99103139,-26070.83707025411,25533.24623115578,21700.218592964826,1141.0603015075376,63.79396984924623,45393.306532663315,651.0,0.0,18.0,0.026905829596412557,11742.0,5594.0,830246.0,15531319.0,37447.0,31757.0,945293.0,0.001256281407035176,693893182338289664
non-rumor,-4606574.310447761,-80395.39402985075,18468.901785714286,32283.86011904762,1373.0357142857142,328.4583333333333,28110.068452380954,326.0,0.0,9.0,0.026865671641791045,4950649.0,1948.0,579629.0,7739705.0,99606.0,66471.0,932143.0,0.020833333333333332,676955015265837056
unverified,-10608020.403225806,764.9354838709677,17215.16393442623,153573.40983606558,1138.9098360655737,578.860655737705,39593.95901639344,119.0,0.0,5.0,0.04032258064516129,18502913.0,25726.0,407117.0,18518016.0,25951.0,65781.0,1029353.0,0.02459016393442623,651786568592658433
true,-84819.21739130435,-489.44347826086954,14186.02564102564,16236.97435897436,2179.923076923077,134.9145299145299,62190.94017094017,105.0,0.0,10.0,0.08695652173913043,492243.0,53184.0,179640.0,516013.0,68480.0,2239.0,874911.0,0.1282051282051282,544319274072817664
unverified,-1912577.358974359,-528.9401709401709,16794.101694915254,26577.533898305086,1941.7203389830509,371.9406779661017,74533.02542372882,108.0,0.0,9.0,0.07692307692307693,67664.0,34383.0,127339.0,2721504.0,35563.0,23050.0,842450.0,0.025423728813559324,640182854928961536
unverified,-1312794.9769585254,2402.3179723502303,49247.37155963303,10299.857798165138,3218.830275229358,203.5137614678899,82470.93119266054,217.0,0.0,0.0,0.0,-2841.0,70096.0,485551.0,1397150.0,70098.0,21463.0,1320182.0,0.01834862385321101,727588444000526336
true,-5818044.976878612,853.6589595375723,22219.850574712644,41465.528735632186,1459.2011494252874,378.7816091954023,74783.14367816092,169.0,0.0,4.0,0.023121387283236993,5058.0,19506.0,371026.0,6709005.0,19946.0,49924.0,2193965.0,0.04597701149425287,628681462976528384
unverified,-3910622.4851485146,1363.2970297029703,36296.18446601942,40703.388349514564,2386.378640776699,311.97087378640776,41815.16504854369,101.0,0.0,0.0,0.0,-2984.0,93001.0,1019108.0,3991543.0,93970.0,14912.0,1426004.0,0.009708737864077669,724044187113512960
true,-23078768.03314917,505.8563535911602,18094.417582417584,240850.96153846153,1420.2252747252746,1235.7582417582419,80125.41208791209,177.0,0.0,4.0,0.022099447513812154,43028425.0,23170.0,283795.0,43297100.0,23594.0,199784.0,2193831.0,0.016483516483516484,650037735579910145
true,-374530.7889447236,77.95477386934674,12267.507462686568,5240.502487562189,1360.1194029850747,119.66666666666667,38208.532338308454,191.0,0.0,8.0,0.04020100502512563,24938.0,14422.0,741214.0,672399.0,16800.0,5727.0,1193775.0,0.10945273631840796,544289941996326912
true,-18481810.83265306,511.58367346938775,32343.893004115227,86379.07407407407,1727.0411522633744,615.0041152263375,78324.78189300411,241.0,0.0,4.0,0.0163265306122449,48425.0,23125.0,665480.0,20397813.0,24210.0,117802.0,1711952.0,0.0205761316872428,649974380416618496
